90.000000 0.500000 13.149445
92.000000 0.500000 11.726255
94.000000 0.500000 10.392428
96.000000 0.500000 9.149493
98.000000 0.500000 7.997157
100.000000 0.500000 6.956789
102.000000 0.500000 6.018150
104.000000 0.500000 5.166235
106.000000 0.500000 4.395305
108.000000 0.500000 3.737694
110.000000 0.500000 3.154494
90.000000 1.000000 20.477956
92.000000 1.000000 19.401076
94.000000 1.000000 18.367679
96.000000 1.000000 17.376526
98.000000 1.000000 16.426167
100.000000 1.000000 15.521834
102.000000 1.000000 14.659627
104.000000 1.000000 13.834786
106.000000 1.000000 13.045292
108.000000 1.000000 12.301597
110.000000 1.000000 11.592354
