0.036100   -15.880920   363.883600   0.317500 
0.036100   -12.225688   286.383300   0.303000 
0.036100   -11.228918   264.956000   0.299000 
0.036100   -6.783742   169.743400   0.280000 
0.036100   -2.527781   87.349800   0.265000 
0.036100   1.544818   30.798900   0.247200 
0.036100   1.554419   30.692200   0.247100 
0.200000   -27.464770   604.706900   0.310500 
0.200000   -25.889266   575.867100   0.307600 
0.200000   -20.759936   480.156900   0.297600 
0.200000   -15.880920   387.808100   0.287700 
0.200000   -12.225688   319.253600   0.280000 
0.200000   -11.228918   300.853500   0.277800 
0.200000   -6.783742   221.799700   0.267800 
0.200000   -2.527781   153.459900   0.258000 
0.200000   1.544818   98.654100   0.249300 
0.200000   1.554419   98.548100   0.249300 
0.200000   5.476490   57.621100   0.240500 
1.194400   -82.210174   1422.379300   0.380400 
1.194400   -70.837565   1300.253700   0.366700 
1.194400   -65.958234   1243.991300   0.360300 
1.194400   -48.583288   1024.249100   0.334800 
1.194400   -45.917454   987.873200   0.330500 
1.194400   -27.464770   718.504200   0.297300 
1.194400   -25.889266   694.553500   0.294600 
1.194400   -20.759936   616.077900   0.285800 
1.194400   -15.880920   541.352400   0.277500 
1.194400   -12.225688   485.476200   0.270900 
1.194400   -11.228918   470.355300   0.269100 
1.194400   -6.783742   403.619900   0.260800 
1.194400   -2.527781   341.329400   0.252400 
1.194400   1.544818   284.662100   0.244600 
1.194400   1.554419   284.551700   0.244600 
1.194400   5.476490   234.394900   0.238100 
1.194400   12.887287   150.466000   0.225100 
1.194400   13.695796   142.703400   0.224000 
1.194400   15.385464   126.795400   0.221300 
1.194400   16.396419   117.874600   0.219800 
1.194400   19.786574   90.665000   0.214800 
1.194400   24.781080   61.156100   0.211300 
1.194400   26.240427   54.003300   0.210300 
1.194400   31.119443   34.397800   0.206900 
1.194400   32.302889   30.531900   0.206000 
2.191600   -82.210174   1461.577900   0.345100 
2.191600   -70.837565   1347.093800   0.335000 
2.191600   -65.958234   1294.645300   0.330300 
2.191600   -48.583288   1091.464400   0.311600 
2.191600   -45.917454   1058.036300   0.308400 
2.191600   -27.464770   811.975300   0.284000 
2.191600   -25.889266   789.914100   0.281700 
2.191600   -20.759936   717.154000   0.273900 
2.191600   -15.880920   648.130300   0.267200 
2.191600   -12.225688   596.116200   0.261900 
2.191600   -11.228918   581.901100   0.260400 
2.191600   -6.783742   518.724800   0.253600 
2.191600   -2.527781   458.761000   0.246800 
2.191600   1.544818   402.277400   0.240000 
2.191600   1.554419   402.168300   0.240000 
2.191600   5.476490   352.800700   0.235800 
2.191600   12.887287   265.298200   0.227300 
2.191600   13.695796   256.258500   0.226300 
2.191600   15.385464   237.788700   0.224200 
2.191600   16.396419   227.112200   0.223000 
2.191600   19.786574   193.737400   0.219500 
2.191600   24.781080   149.226000   0.214100 
2.191600   26.240427   137.377300   0.212500 
2.191600   31.119443   101.043800   0.206500 
2.191600   32.302889   93.156800   0.205000 
2.191600   38.018730   60.232700   0.197500 
2.191600   38.760141   57.233600   0.197200 
2.191600   40.758628   49.704500   0.196400 
2.191600   43.425452   40.816200   0.195300 
2.191600   48.554782   27.120400   0.193100 
4.205600   -82.210174   1537.897800   0.315000 
4.205600   -70.837565   1436.153700   0.308200 
4.205600   -65.958234   1389.765200   0.305000 
4.205600   -48.583288   1210.946300   0.292000 
4.205600   -45.917454   1181.743300   0.289900 
4.205600   -27.464770   966.218100   0.273000 
4.205600   -25.889266   946.834500   0.271400 
4.205600   -20.759936   882.766000   0.266000 
4.205600   -15.880920   821.909300   0.261500 
4.205600   -12.225688   775.824400   0.258000 
4.205600   -11.228918   763.157800   0.257000 
4.205600   -6.783742   706.535800   0.252500 
4.205600   -2.527781   652.067700   0.248000 
4.205600   1.544818   599.881000   0.243500 
4.205600   1.554419   599.777600   0.243500 
4.205600   5.476490   550.994700   0.239700 
4.205600   12.887287   460.521500   0.232200 
4.205600   13.695796   450.727900   0.231300 
4.205600   15.385464   430.599100   0.229500 
4.205600   16.396419   419.429900   0.228800 
4.205600   19.786574   382.446000   0.226300 
4.205600   24.781080   329.938100   0.222400 
4.205600   26.240427   315.074000   0.221200 
4.205600   31.119443   267.585100   0.217200 
4.205600   32.302889   256.544400   0.216200 
4.205600   38.018730   206.100700   0.211200 
4.205600   38.760141   199.869600   0.210500 
4.205600   40.758628   183.543700   0.208600 
4.205600   43.425452   162.618900   0.205900 
4.205600   48.554782   126.089400   0.200600 
4.205600   50.289645   114.916100   0.198800 
4.205600   52.736372   99.960300   0.196100 
4.205600   64.996632   51.965300   0.191000 
4.205600   70.687171   38.238700   0.190400 
4.205600   70.869137   37.783200   0.190300 
5.163900   -82.210174   1575.145500   0.313700 
5.163900   -70.837565   1479.030700   0.307300 
5.163900   -65.958234   1435.245400   0.304300 
5.163900   -48.583288   1266.449200   0.292100 
5.163900   -45.917454   1238.846100   0.290100 
5.163900   -27.464770   1034.696800   0.274200 
5.163900   -25.889266   1016.275400   0.272700 
5.163900   -20.759936   955.220100   0.267600 
5.163900   -15.880920   897.202300   0.263400 
5.163900   -12.225688   852.900200   0.260000 
5.163900   -11.228918   840.811100   0.259100 
5.163900   -6.783742   786.201100   0.254800 
