0.036100   -15.880920   367.213878   0.484741 
0.036100   -12.225688   289.989035   0.410319 
0.036100   -11.228918   268.664855   0.392371 
0.036100   -6.783742   171.178119   0.297533 
0.036100   -2.527781   78.134378   0.205271 
0.036100   1.544818   9.993656   0.125897 
0.036100   1.554419   9.907758   0.125761 
0.200000   -27.464770   612.379311   0.404542 
0.200000   -25.889266   583.656501   0.392639 
0.200000   -20.759936   487.587532   0.353164 
0.200000   -15.880920   392.940505   0.314614 
0.200000   -12.225688   320.533613   0.285212 
0.200000   -11.228918   300.682161   0.277147 
0.200000   -6.783742   212.711284   0.241242 
0.200000   -2.527781   132.778758   0.207865 
0.200000   1.544818   67.593421   0.178469 
0.200000   1.554419   67.460785   0.178404 
0.200000   5.476490   24.496312   0.154065 
1.194400   -82.210174   1426.873522   0.424496 
1.194400   -70.837565   1304.782128   0.397338 
1.194400   -65.958234   1248.358873   0.385527 
1.194400   -48.583288   1026.662124   0.342810 
1.194400   -45.917454   989.735214   0.336187 
1.194400   -27.464770   714.531900   0.290311 
1.194400   -25.889266   689.695459   0.286427 
1.194400   -20.759936   607.919547   0.273874 
1.194400   -15.880920   529.435672   0.262113 
1.194400   -12.225688   470.773951   0.253455 
1.194400   -11.228918   454.872120   0.251121 
1.194400   -6.783742   384.898281   0.240877 
1.194400   -2.527781   320.186849   0.231354 
1.194400   1.544818   261.495875   0.222544 
1.194400   1.554419   261.362183   0.222523 
1.194400   5.476490   208.939301   0.214354 
1.194400   12.887287   124.450756   0.199850 
1.194400   13.695796   116.578194   0.198346 
1.194400   15.385464   101.052932   0.195253 
1.194400   16.396419   92.373660   0.193436 
1.194400   19.786574   66.645846   0.187527 
1.194400   24.781080   38.048778   0.179337 
1.194400   26.240427   31.659587   0.177059 
1.194400   31.119443   15.892888   0.169813 
1.194400   32.302889   13.196897   0.168139 
2.191600   -82.210174   1465.689398   0.364170 
2.191600   -70.837565   1350.286144   0.345861 
2.191600   -65.958234   1297.217153   0.337982 
2.191600   -48.583288   1090.597402   0.309945 
2.191600   -45.917454   1056.506492   0.305665 
2.191600   -27.464770   805.531745   0.276482 
2.191600   -25.889266   783.127400   0.274042 
2.191600   -20.759936   709.554634   0.266176 
2.191600   -15.880920   639.081377   0.258818 
2.191600   -12.225688   586.330999   0.253397 
2.191600   -11.228918   571.995937   0.251933 
2.191600   -6.783742   508.567319   0.245488 
2.191600   -2.527781   449.034215   0.239452 
2.191600   1.544818   393.722393   0.233808 
2.191600   1.554419   393.594366   0.233795 
2.191600   5.476490   342.395080   0.228492 
2.191600   12.887287   253.012720   0.218846 
2.191600   13.695796   243.954477   0.217825 
2.191600   15.385464   225.517970   0.215710 
2.191600   16.396419   214.817756   0.214458 
2.191600   19.786574   180.838949   0.210331 
2.191600   24.781080   136.462802   0.204458 
2.191600   26.240427   124.833651   0.202789 
2.191600   31.119443   90.443254   0.197362 
2.191600   32.302889   83.140503   0.196082 
2.191600   38.018730   53.392101   0.190092 
2.191600   38.760141   50.177163   0.189338 
2.191600   40.758628   42.203263   0.187334 
2.191600   43.425452   33.055429   0.184719 
2.191600   48.554782   19.732530   0.179879 
4.205600   -82.210174   1540.650278   0.321652 
4.205600   -70.837565   1437.345295   0.310444 
4.205600   -65.958234   1390.157260   0.305666 
4.205600   -48.583288   1208.323824   0.288866 
4.205600   -45.917454   1178.595133   0.286325 
4.205600   -27.464770   961.451421   0.269101 
4.205600   -25.889266   942.148331   0.267664 
4.205600   -20.759936   878.724327   0.263027 
4.205600   -15.880920   817.786284   0.258678 
4.205600   -12.225688   771.924400   0.255463 
4.205600   -11.228918   759.407661   0.254592 
4.205600   -6.783742   703.646160   0.250746 
4.205600   -2.527781   650.543081   0.247118 
4.205600   1.544818   600.240802   0.243700 
4.205600   1.554419   600.123015   0.243692 
4.205600   5.476490   552.393894   0.240450 
4.205600   12.887287   464.959391   0.234465 
4.205600   13.695796   455.691705   0.233823 
4.205600   15.385464   436.523832   0.232489 
4.205600   16.396419   425.191293   0.231696 
