1.00         1.00         0.376         0.15
1.00         5.00         0.416         0.15
1.00         10.00        0.466         0.15
1.00         15.00        0.516         0.15
1.00         20.00        0.566         0.15
1.00         25.00        0.616         0.15
1.00         30.00         0.666         0.15
5.00         1.00         0.248         0.15
5.00         5.00         0.288         0.15
5.00         10.00         0.338         0.15
5.00         15.00         0.388         0.15
5.00         20.00         0.438         0.15
5.00         25.00         0.488         0.15
5.00         30.00         0.538         0.15
10.00         1.00         0.110         0.15
10.00         5.00         0.150         0.15
10.00         10.00         0.200         0.15 
10.00         15.00         0.250         0.15
10.00         20.00         0.300         0.15
10.00         25.00         0.350         0.15
10.00         30.00         0.400         0.15
15.00         1.00         -0.003         0.15
15.00         5.00         0.038         0.15
15.00         10.00         0.088         0.15
15.00         15.00         0.138         0.15
15.00         20.00         0.188         0.15
15.00         25.00         0.0238         0.15
20.00         1.00         -0.090         0.15
20.00         5.00         -0.050         0.15
20.00         10.00         0.000         0.15
20.00         15.00         0.050         0.15
20.00         20.00         0.100         0.15
25.00         1.00         -0.153         0.15
25.00         5.00         -0.113         0.15
25.00         10.00         -0.063         0.15
25.00         15.00         -0.013         0.15
30.00         1.00         -0.190         0.15
30.00         5.00         -0.150         0.15
30.00         10.00         -0.100         0.15
